fastq.file.sample.name	raw_snps_file.original.name	raw_snps.file.change.name	v2_kept	v2_newnames	v5.1_kept
NA	37727_ID896_GB_PS_14_7_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_7	GB_PS_14_7	GB_PS_14_07	GB_PS_14_07
NA	37728_ID896_GB_PS_14_8_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_8	GB_PS_14_8	GB_PS_14_08	GB_PS_14_08
NA	37729_ID896_GB_PS_14_9_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_9	GB_PS_14_9	GB_PS_14_09	GB_PS_14_09
NA	37730_ID896_GB_PS_14_10_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_10	GB_PS_14_10	GB_PS_14_10	GB_PS_14_10
NA	37731_ID896_GB_PS_14_12_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_12	GB_PS_14_12	GB_PS_14_12	GB_PS_14_12
NA	37732_ID896_GB_PS_14_13_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_13	GB_PS_14_13	GB_PS_14_13	GB_PS_14_13
NA	37733_ID896_GB_PS_14_14_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_14	GB_PS_14_14	GB_PS_14_14	GB_PS_14_14
NA	37734_ID896_GB_PS_14_15_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_15	GB_PS_14_15	GB_PS_14_15	GB_PS_14_15
NA	37735_ID896_GB_PS_14_16_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_16	GB_PS_14_16	GB_PS_14_16	GB_PS_14_16
NA	37736_ID896_GB_PS_14_19_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_19	GB_PS_14_19	GB_PS_14_19	NA
NA	37737_ID896_GB_PS_14_20_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_20	GB_PS_14_20	GB_PS_14_20	GB_PS_14_20
NA	37738_ID896_GB_PS_14_21_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_21	GB_PS_14_21	GB_PS_14_21	GB_PS_14_21
NA	37739_ID896_GB_PS_14_22_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_22	GB_PS_14_22	GB_PS_14_22	GB_PS_14_22
NA	37740_ID896_GB_PS_14_23_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_23	GB_PS_14_23	GB_PS_14_23	NA
NA	37741_ID896_GB_PS_14_24_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_24	GB_PS_14_24	GB_PS_14_24	NA
NA	37742_ID896_GB_PS_14_25_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_25	GB_PS_14_25	GB_PS_14_25	GB_PS_14_25
NA	37743_ID896_GB_PS_14_26_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_26	GB_PS_14_26	GB_PS_14_26	NA
NA	37744_ID896_GB_PS_14_28_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_28	GB_PS_14_28	GB_PS_14_28	NA
NA	37745_ID896_GB_PS_14_30_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_30	GB_PS_14_30	GB_PS_14_30	GB_PS_14_30
NA	37746_ID896_NO_PS_15_1_mapped_initial_q10_FM_clean_markdup_reduced.g	NO_PS_15_1	NO_PS_15_1	NO_PS_15_01	NO_PS_15_01
NA	37747_ID896_NO_PS_15_2_mapped_initial_q10_FM_clean_markdup_reduced.g	NO_PS_15_2	NO_PS_15_2	NO_PS_15_02	NO_PS_15_02
NA	37748_ID896_NO_PS_15_3_mapped_initial_q10_FM_clean_markdup_reduced.g	NO_PS_15_3	NO_PS_15_3	NO_PS_15_03	NO_PS_15_03
